timestamp,open,high,low,close,volume
2023-01-03 05:00:00+00:00,27.01,27.065,26.37,26.71,1137811
2023-01-04 05:00:00+00:00,27.46,27.92,27.17,27.68,1472034
2023-01-05 05:00:00+00:00,27.435,27.77,27.38,27.57,869829
2023-01-06 05:00:00+00:00,27.96,28.825,27.39,28.71,918544
2023-01-09 05:00:00+00:00,28.94,29.865,28.925,29.33,1019397
2023-01-10 05:00:00+00:00,29.23,29.5,28.925,29.44,436176
2023-01-11 05:00:00+00:00,29.65,29.88,29.0,29.855,750061
2023-01-12 05:00:00+00:00,30.0,30.375,29.47,30.29,842519
2023-01-13 05:00:00+00:00,29.975,30.165,29.81,30.09,793870
2023-01-17 05:00:00+00:00,30.185,30.245,29.525,29.6,1135787
2023-01-18 05:00:00+00:00,29.805,29.81,28.645,28.8,1274359
2023-01-19 05:00:00+00:00,28.59,28.75,28.245,28.42,960146
2023-01-20 05:00:00+00:00,28.38,29.23,28.25,29.2,946527
2023-01-23 05:00:00+00:00,29.29,30.48,29.19,30.26,1321931
2023-01-24 05:00:00+00:00,29.93,30.185,29.73,29.925,831048
2023-01-25 05:00:00+00:00,29.52,29.885,29.18,29.715,1131947
2023-01-26 05:00:00+00:00,30.05,30.105,29.33,30.08,1553735
2023-01-27 05:00:00+00:00,27.06,28.235,26.785,28.155,4706298
2023-01-30 05:00:00+00:00,27.715,28.51,27.675,27.96,1972546
2023-01-31 05:00:00+00:00,27.72,28.29,27.53,28.27,885311
2023-02-01 05:00:00+00:00,27.88,29.43,27.74,29.07,1721664
2023-02-02 05:00:00+00:00,29.24,30.285,28.8,30.2,1673160
2023-02-03 05:00:00+00:00,29.55,31.17,29.53,30.315,1863378
2023-02-06 05:00:00+00:00,29.555,29.645,28.615,28.695,2267938
2023-02-07 05:00:00+00:00,28.65,29.265,28.435,29.025,2467592
2023-02-08 05:00:00+00:00,28.95,29.11,28.21,28.25,971808
2023-02-09 05:00:00+00:00,28.68,28.82,27.565,27.74,1206567
2023-02-10 05:00:00+00:00,27.66,27.985,27.34,27.81,1039618
2023-02-13 05:00:00+00:00,27.845,28.55,27.74,28.545,853302
2023-02-14 05:00:00+00:00,28.37,28.72,28.0,28.625,1220930
2023-02-15 05:00:00+00:00,28.35,28.875,28.16,28.86,730785
2023-02-16 05:00:00+00:00,28.475,28.82,28.135,28.19,933754
2023-02-17 05:00:00+00:00,27.995,28.06,27.38,27.61,1011306
2023-02-21 05:00:00+00:00,27.16,27.185,26.05,26.07,1767565
2023-02-22 05:00:00+00:00,25.91,26.89,25.305,25.5,2786855
2023-02-23 05:00:00+00:00,25.8,26.08,25.33,25.6,1679833
2023-02-24 05:00:00+00:00,25.195,25.34,24.92,25.14,1155964
2023-02-27 05:00:00+00:00,25.565,25.565,24.88,24.89,1001200
2023-02-28 05:00:00+00:00,24.92,25.115,24.735,24.92,1012443
2023-03-01 05:00:00+00:00,25.03,25.91,24.98,25.33,1529174
2023-03-02 05:00:00+00:00,25.21,26.3,25.125,26.2,1736533
2023-03-03 05:00:00+00:00,26.19,26.47,26.01,26.39,995665
2023-03-06 05:00:00+00:00,26.5,26.53,25.935,26.0,946272
2023-03-07 05:00:00+00:00,25.87,25.985,25.5,25.53,1131346
2023-03-08 05:00:00+00:00,25.585,26.0,25.47,26.0,1188472
2023-03-09 05:00:00+00:00,25.98,26.97,25.975,26.45,1714383
2023-03-10 05:00:00+00:00,26.59,27.515,26.315,27.25,2353981
2023-03-13 04:00:00+00:00,26.73,27.3,26.61,26.92,1682586
2023-03-14 04:00:00+00:00,27.36,28.09,27.255,28.0,1685621
2023-03-15 04:00:00+00:00,27.725,28.495,27.69,28.44,1456303
2023-03-16 04:00:00+00:00,28.39,30.265,28.39,30.16,3148877
2023-03-17 04:00:00+00:00,29.93,30.495,29.44,29.8,1804186
2023-03-20 04:00:00+00:00,29.8,29.89,28.63,29.16,1380588
2023-03-21 04:00:00+00:00,29.01,29.15,27.98,28.455,1595720
2023-03-22 04:00:00+00:00,28.48,29.12,28.1,28.12,1500697
2023-03-23 04:00:00+00:00,28.41,29.155,28.23,29.03,1211689
2023-03-24 04:00:00+00:00,28.95,29.81,28.935,29.365,1805003
2023-03-27 04:00:00+00:00,29.37,29.725,29.08,29.18,1489605
2023-03-28 04:00:00+00:00,29.06,29.33,28.64,29.33,1526442
2023-03-29 04:00:00+00:00,29.755,31.885,29.755,31.52,2590296
2023-03-30 04:00:00+00:00,31.85,32.58,31.81,32.07,1960032
2023-03-31 04:00:00+00:00,31.78,32.9,31.745,32.65,2878678
2023-04-03 04:00:00+00:00,32.92,33.555,32.55,32.905,2536281
2023-04-04 04:00:00+00:00,32.94,33.84,32.85,33.09,1498564
2023-04-05 04:00:00+00:00,32.75,32.985,32.335,32.82,1073261
2023-04-06 04:00:00+00:00,32.65,33.0,32.47,32.81,874806
2023-04-10 04:00:00+00:00,32.595,32.75,32.2,32.525,751269
2023-04-11 04:00:00+00:00,32.66,33.095,32.32,32.36,763484
2023-04-12 04:00:00+00:00,32.71,32.885,31.965,32.045,976112
2023-04-13 04:00:00+00:00,31.92,32.43,31.66,32.12,799797
2023-04-14 04:00:00+00:00,32.015,32.22,31.695,31.9,923089
2023-04-17 04:00:00+00:00,31.995,32.63,31.775,32.14,843815
2023-04-18 04:00:00+00:00,32.43,32.43,31.785,31.835,726058
2023-04-19 04:00:00+00:00,31.105,31.515,31.105,31.155,793374
2023-04-20 04:00:00+00:00,30.78,31.245,30.715,30.875,921920
2023-04-21 04:00:00+00:00,30.73,30.77,30.24,30.305,661983
2023-04-24 04:00:00+00:00,30.21,30.36,29.61,29.665,866008
2023-04-25 04:00:00+00:00,29.44,29.57,28.87,28.87,1135673
2023-04-26 04:00:00+00:00,29.21,29.805,28.835,29.04,1633865
2023-04-27 04:00:00+00:00,28.74,29.945,28.52,29.83,1987184
2023-04-28 04:00:00+00:00,31.95,32.56,30.81,31.08,2534788
2023-05-01 04:00:00+00:00,31.04,31.23,30.28,30.28,1413073
2023-05-02 04:00:00+00:00,30.29,30.575,29.75,29.75,873551
2023-05-03 04:00:00+00:00,30.65,31.11,30.25,30.67,1548007
2023-05-04 04:00:00+00:00,30.46,31.71,30.385,31.24,1508198
2023-05-05 04:00:00+00:00,31.36,31.405,30.735,30.95,1064163
2023-05-08 04:00:00+00:00,30.71,30.84,30.395,30.785,974202
2023-05-09 04:00:00+00:00,30.35,30.575,29.92,30.1,1844041
2023-05-10 04:00:00+00:00,30.32,30.39,29.495,30.0,1342807
2023-05-11 04:00:00+00:00,29.59,29.66,28.825,28.86,1052997
2023-05-12 04:00:00+00:00,29.01,29.095,28.72,28.94,785344
2023-05-15 04:00:00+00:00,28.93,29.82,28.89,29.82,707158
2023-05-16 04:00:00+00:00,29.65,29.88,29.215,29.22,577082
2023-05-17 04:00:00+00:00,29.505,29.505,28.68,28.895,1076757
2023-05-18 04:00:00+00:00,29.01,29.75,28.87,29.67,945986
2023-05-19 04:00:00+00:00,29.575,30.235,29.505,29.9,793335
2023-05-22 04:00:00+00:00,29.875,30.44,29.82,30.275,828029
2023-05-23 04:00:00+00:00,30.035,30.195,29.49,29.53,1136193
2023-05-24 04:00:00+00:00,29.255,29.475,28.82,29.0,707294
2023-05-25 04:00:00+00:00,28.24,28.24,26.87,27.405,3075804
2023-05-26 04:00:00+00:00,27.42,29.085,27.105,28.98,1939026
2023-05-30 04:00:00+00:00,29.695,30.03,29.0,30.0,1339867
2023-05-31 04:00:00+00:00,29.68,32.28,29.68,31.48,2596079
2023-06-01 04:00:00+00:00,31.835,31.92,31.085,31.13,1915076
2023-06-02 04:00:00+00:00,31.37,31.565,30.84,31.305,951860
2023-06-05 04:00:00+00:00,31.29,31.39,29.83,29.865,1208305
2023-06-06 04:00:00+00:00,29.74,31.445,29.705,30.94,1092670
2023-06-07 04:00:00+00:00,31.08,31.36,30.935,31.3,845687
2023-06-08 04:00:00+00:00,31.49,31.85,31.07,31.81,944094
2023-06-09 04:00:00+00:00,31.92,31.99,30.69,31.35,1041666
2023-06-12 04:00:00+00:00,31.415,33.3,31.37,33.055,1548480
2023-06-13 04:00:00+00:00,33.79,33.945,33.07,33.935,1497022
2023-06-14 04:00:00+00:00,33.87,35.6,33.8,35.59,2051223
2023-06-15 04:00:00+00:00,35.28,36.41,35.22,35.82,1767164
2023-06-16 04:00:00+00:00,36.33,36.79,35.6,36.405,2047248
2023-06-20 04:00:00+00:00,36.795,37.085,34.725,35.0,1432460
2023-06-21 04:00:00+00:00,34.89,35.02,32.835,32.895,2018730
2023-06-22 04:00:00+00:00,32.68,33.225,32.125,32.715,1654840
2023-06-23 04:00:00+00:00,32.16,33.43,32.035,32.985,1231281
2023-06-26 04:00:00+00:00,33.2,33.99,33.1,33.34,1016205
2023-06-27 04:00:00+00:00,33.13,34.225,33.055,34.1,562878
2023-06-28 04:00:00+00:00,33.6,33.8,33.04,33.59,639423
2023-06-29 04:00:00+00:00,33.27,33.3,32.49,32.94,912590
2023-06-30 04:00:00+00:00,33.35,33.55,33.16,33.41,661356
2023-07-03 04:00:00+00:00,33.58,33.88,33.145,33.63,364954
2023-07-05 04:00:00+00:00,33.305,33.32,32.5,32.52,835155
2023-07-06 04:00:00+00:00,31.85,32.035,31.39,31.98,829499
2023-07-07 04:00:00+00:00,32.03,32.41,31.82,31.84,506270
2023-07-10 04:00:00+00:00,31.85,32.825,31.78,32.745,1011044
2023-07-11 04:00:00+00:00,32.82,33.36,32.52,33.29,572088
2023-07-12 04:00:00+00:00,33.71,34.08,33.06,33.975,922633
2023-07-13 04:00:00+00:00,34.17,34.28,33.625,33.835,689372
2023-07-14 04:00:00+00:00,33.78,33.86,33.0,33.14,773787
2023-07-17 04:00:00+00:00,33.175,34.595,33.08,34.36,911445
2023-07-18 04:00:00+00:00,34.27,34.7,33.83,34.5,725320
2023-07-19 04:00:00+00:00,34.41,34.81,34.34,34.45,531783
2023-07-20 04:00:00+00:00,33.74,34.2,33.235,33.38,827066
2023-07-21 04:00:00+00:00,33.695,34.245,33.42,34.015,1135589
2023-07-24 04:00:00+00:00,33.895,34.46,33.565,33.65,834583
2023-07-25 04:00:00+00:00,33.71,34.34,33.4,34.09,731961
2023-07-26 04:00:00+00:00,33.72,34.52,33.72,34.375,645820
2023-07-27 04:00:00+00:00,34.82,35.025,34.13,34.56,1760779
2023-07-28 04:00:00+00:00,36.8,36.99,35.52,36.815,2714991
2023-07-31 04:00:00+00:00,36.93,37.18,35.675,35.8,936952
2023-08-01 04:00:00+00:00,35.78,36.0,35.29,35.785,664029
2023-08-02 04:00:00+00:00,35.145,35.165,34.29,34.39,1310711
2023-08-03 04:00:00+00:00,34.29,35.025,34.13,34.85,632863
2023-08-04 04:00:00+00:00,34.53,35.55,34.53,35.16,716858
2023-08-07 04:00:00+00:00,35.41,35.55,34.76,35.23,444387
2023-08-08 04:00:00+00:00,34.67,35.095,33.86,35.005,584048
2023-08-09 04:00:00+00:00,35.02,35.065,34.235,34.29,992765
2023-08-10 04:00:00+00:00,34.77,35.085,34.49,34.705,530527
2023-08-11 04:00:00+00:00,34.485,34.935,34.375,34.91,615608
2023-08-14 04:00:00+00:00,34.68,35.71,34.48,35.7,1130345
2023-08-15 04:00:00+00:00,35.465,35.61,34.75,34.76,463616
2023-08-16 04:00:00+00:00,34.54,34.58,33.47,33.52,798353
2023-08-17 04:00:00+00:00,33.555,33.56,32.35,32.565,916218
2023-08-18 04:00:00+00:00,32.225,32.9,32.18,32.75,442945
2023-08-21 04:00:00+00:00,32.61,33.17,32.02,33.165,825798
2023-08-22 04:00:00+00:00,33.225,33.79,32.845,32.9,439102
2023-08-23 04:00:00+00:00,32.86,34.145,32.83,33.99,558544
2023-08-24 04:00:00+00:00,33.75,34.055,32.5,32.575,637086
2023-08-25 04:00:00+00:00,32.59,33.385,32.36,33.255,416035
2023-08-28 04:00:00+00:00,33.61,33.78,33.235,33.62,377350
2023-08-29 04:00:00+00:00,33.51,34.48,33.495,34.3,616422
2023-08-30 04:00:00+00:00,34.09,34.66,33.785,34.53,557495
2023-08-31 04:00:00+00:00,34.395,35.545,34.3,35.17,1045253
2023-09-01 04:00:00+00:00,35.77,36.745,35.76,36.61,810813
2023-09-05 04:00:00+00:00,36.565,37.405,36.47,36.71,634708
2023-09-06 04:00:00+00:00,36.45,37.04,36.045,37.0,914590
2023-09-07 04:00:00+00:00,36.85,38.32,36.78,38.2,1309199
2023-09-08 04:00:00+00:00,38.11,38.825,37.715,38.02,1209678
2023-09-11 04:00:00+00:00,38.24,38.74,37.86,38.595,728741
2023-09-12 04:00:00+00:00,38.73,40.05,38.7,38.88,1596035
2023-09-13 04:00:00+00:00,38.785,39.145,38.27,38.72,771078
2023-09-14 04:00:00+00:00,38.815,38.89,38.3,38.68,726150
2023-09-15 04:00:00+00:00,38.39,38.52,37.62,37.89,1390044
2023-09-18 04:00:00+00:00,37.605,38.385,37.53,38.0,708788
2023-09-19 04:00:00+00:00,38.08,38.08,36.02,36.335,1455791
2023-09-20 04:00:00+00:00,36.21,36.235,34.635,34.68,979884
2023-09-21 04:00:00+00:00,34.58,35.245,34.49,34.64,965575
2023-09-22 04:00:00+00:00,34.8,34.87,34.14,34.16,612305
2023-09-25 04:00:00+00:00,33.99,34.36,33.77,34.29,544328
