timestamp,open,high,low,close,volume
2023-01-03 05:00:00+00:00,122.915,126.35,122.29,124.77,910190
2023-01-04 05:00:00+00:00,127.72,129.0,125.85,127.36,955362
2023-01-05 05:00:00+00:00,126.2,128.5,124.55,126.95,653342
2023-01-06 05:00:00+00:00,129.125,130.315,126.07,130.0,573970
2023-01-09 05:00:00+00:00,131.34,132.89,129.3,129.46,657701
2023-01-10 05:00:00+00:00,127.29,133.415,127.2,132.96,581111
2023-01-11 05:00:00+00:00,131.08,133.84,130.39,132.85,498886
2023-01-12 05:00:00+00:00,133.56,137.63,131.76,136.69,628780
2023-01-13 05:00:00+00:00,134.915,137.355,134.875,136.92,370402
2023-01-17 05:00:00+00:00,136.27,136.7,134.355,135.36,486180
2023-01-18 05:00:00+00:00,135.81,137.23,132.88,133.03,493026
2023-01-19 05:00:00+00:00,132.49,137.35,132.22,136.14,589488
2023-01-20 05:00:00+00:00,135.97,139.92,134.67,139.31,504590
2023-01-23 05:00:00+00:00,139.41,143.72,138.73,143.24,762623
2023-01-24 05:00:00+00:00,141.72,144.98,141.44,143.14,698525
2023-01-25 05:00:00+00:00,141.39,143.16,140.34,141.44,597807
2023-01-26 05:00:00+00:00,144.54,147.51,143.36,147.24,777229
2023-01-27 05:00:00+00:00,148.33,153.18,147.61,151.7,1053410
2023-01-30 05:00:00+00:00,149.23,151.08,146.96,147.06,639604
2023-01-31 05:00:00+00:00,147.965,149.84,147.53,148.94,522057
2023-02-01 05:00:00+00:00,147.95,153.56,147.1,153.11,1018633
2023-02-02 05:00:00+00:00,183.43,197.02,180.175,188.795,3668962
2023-02-03 05:00:00+00:00,183.3,196.65,183.13,186.51,1847778
2023-02-06 05:00:00+00:00,186.5,190.64,185.56,186.08,1033063
2023-02-07 05:00:00+00:00,185.575,193.72,184.44,191.71,782837
2023-02-08 05:00:00+00:00,190.18,190.79,182.94,183.48,702252
2023-02-09 05:00:00+00:00,186.17,186.6,177.27,177.89,835263
2023-02-10 05:00:00+00:00,175.98,178.85,173.475,174.16,937894
2023-02-13 05:00:00+00:00,177.88,180.99,175.895,179.39,674270
2023-02-14 05:00:00+00:00,176.98,181.355,176.04,179.47,488735
2023-02-15 05:00:00+00:00,176.445,178.105,175.43,177.13,564978
2023-02-16 05:00:00+00:00,172.86,175.85,171.93,172.44,550902
2023-02-17 05:00:00+00:00,170.22,173.17,169.86,172.88,541930
2023-02-21 05:00:00+00:00,174.18,178.13,171.89,172.11,457939
2023-02-22 05:00:00+00:00,171.11,172.7,169.72,171.15,384097
2023-02-23 05:00:00+00:00,172.28,173.645,169.4,172.02,431747
2023-02-24 05:00:00+00:00,168.245,170.7,167.68,170.43,326858
2023-02-27 05:00:00+00:00,172.165,173.07,169.1,169.56,289123
2023-02-28 05:00:00+00:00,172.0,177.51,172.0,174.96,812660
2023-03-01 05:00:00+00:00,174.69,177.83,173.33,173.49,688239
2023-03-02 05:00:00+00:00,172.38,174.98,171.44,174.53,419214
2023-03-03 05:00:00+00:00,179.09,186.48,177.12,185.23,814737
2023-03-06 05:00:00+00:00,187.9,189.63,184.66,184.93,525393
2023-03-07 05:00:00+00:00,188.925,190.06,184.08,184.52,889797
2023-03-08 05:00:00+00:00,182.735,185.25,181.36,184.98,512192
2023-03-09 05:00:00+00:00,186.41,188.91,180.325,181.67,595625
2023-03-10 05:00:00+00:00,181.24,184.77,178.87,179.52,454761
2023-03-13 04:00:00+00:00,177.44,183.7,174.89,180.88,430760
2023-03-14 04:00:00+00:00,187.255,194.31,186.76,194.0,1008281
2023-03-15 04:00:00+00:00,192.735,197.76,190.85,197.75,1085131
2023-03-16 04:00:00+00:00,198.29,205.745,196.17,204.95,1073610
2023-03-17 04:00:00+00:00,200.13,201.82,195.48,195.78,827497
2023-03-20 04:00:00+00:00,198.58,199.29,193.705,197.81,453284
2023-03-21 04:00:00+00:00,203.55,203.55,198.01,202.18,606048
2023-03-22 04:00:00+00:00,202.61,207.275,199.7,199.78,543251
2023-03-23 04:00:00+00:00,202.875,207.82,202.16,204.245,486413
2023-03-24 04:00:00+00:00,205.1,207.555,203.57,206.09,438970
2023-03-27 04:00:00+00:00,204.88,205.77,201.41,202.86,299581
2023-03-28 04:00:00+00:00,200.07,201.01,197.98,200.65,419760
